model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Polo,2016,8690,Manual,31573,Petrol,20,60.1,1.0
 Polo,2017,10990,Manual,12730,Petrol,150,60.1,1.0
 Polo,2017,11990,Semi-Auto,26971,Petrol,150,60.1,1.2
 Polo,2016,10750,Manual,15664,Petrol,0,65.7,1.0
 Polo,2016,8990,Manual,32393,Petrol,20,60.1,1.2
 Polo,2017,10084,Manual,24500,Petrol,20,60.1,1.2
 Polo,2017,12000,Manual,5975,Petrol,145,60.1,1.2
 Polo,2017,9790,Manual,25501,Petrol,150,60.1,1.0
 Polo,2017,11490,Manual,5664,Petrol,145,60.1,1.2
 Polo,2017,10490,Manual,18039,Petrol,145,60.1,1.2
 Polo,2016,9510,Manual,21037,Petrol,20,60.1,1.2
 Polo,2017,9990,Manual,30069,Petrol,20,58.9,1.0
 Polo,2016,9990,Manual,6734,Diesel,0,83.1,1.4
 Polo,2017,10490,Manual,33572,Petrol,145,60.1,1.2
 Polo,2016,8990,Manual,30619,Petrol,20,60.1,1.2
 Polo,2016,11690,Semi-Auto,11138,Petrol,20,60.1,1.2
 Polo,2017,10950,Manual,7889,Petrol,150,58.9,1.0
 Polo,2017,10950,Manual,11210,Petrol,150,58.9,1.0
 Polo,2017,11290,Semi-Auto,26208,Petrol,20,60.1,1.2
 Polo,2016,8000,Manual,56470,Petrol,20,60.1,1.2
 Polo,2017,12690,Semi-Auto,11485,Petrol,145,60.1,1.2
 Polo,2016,10000,Manual,26914,Petrol,20,60.1,1.2
 Polo,2016,8490,Manual,37373,Petrol,20,60.1,1.2
 Polo,2018,12000,Manual,19950,Petrol,150,64.2,1.0
 Polo,2017,10190,Manual,35738,Petrol,20,60.1,1.2
 Polo,2016,11890,Semi-Auto,16688,Petrol,20,60.1,1.2
 Polo,2018,11950,Manual,27534,Petrol,145,64.2,1.0
 Polo,2015,10000,Manual,36438,Petrol,20,61.4,1.4
 Polo,2018,11950,Manual,6020,Petrol,145,60.1,1.2
 Polo,2015,9550,Manual,45789,Petrol,20,61.4,1.4
 Polo,2018,13450,Manual,11787,Diesel,145,55.4,1.6
 Polo,2016,11495,Semi-Auto,21377,Petrol,20,60.1,1.2
 Polo,2017,10195,Manual,20883,Petrol,20,60.1,1.2
 Polo,2016,11150,Manual,26675,Petrol,0,65.7,1.0
 Polo,2018,12490,Semi-Auto,16210,Petrol,145,61.4,1.0
 Polo,2013,5195,Manual,76450,Diesel,20,72.4,1.2
 Polo,2018,12995,Manual,22310,Petrol,145,60.1,1.0
 Polo,2016,10250,Manual,26667,Petrol,20,60.1,1.2
 Polo,2017,11250,Manual,41777,Petrol,145,60.1,1.2
 Polo,2017,10350,Manual,18743,Petrol,145,58.9,1.0
 Polo,2018,12850,Manual,8830,Petrol,145,64.2,1.0
 Polo,2016,9650,Manual,15623,Petrol,20,60.1,1.2
 Polo,2014,7120,Manual,32788,Petrol,20,60.1,1.0
 Polo,2017,10350,Manual,5712,Petrol,145,60.1,1.2
 Polo,2016,8950,Manual,46133,Petrol,20,60.1,1.2
 Polo,2017,10350,Manual,27091,Petrol,20,60.1,1.2
 Polo,2016,9800,Semi-Auto,29960,Petrol,20,60.1,1.2
 Polo,2018,13495,Manual,10000,Petrol,150,62.8,1.0
 Polo,2018,11950,Manual,14855,Petrol,150,64.2,1.0
 Polo,2016,9850,Manual,31522,Petrol,20,60.1,1.2
 Polo,2017,11650,Manual,10890,Petrol,20,60.1,1.2
 Polo,2017,11000,Manual,35675,Petrol,150,65.7,1.0
 Polo,2016,9950,Manual,30438,Petrol,20,60.1,1.2
 Polo,2016,10390,Semi-Auto,23000,Petrol,20,60.1,1.2
 Polo,2016,11200,Semi-Auto,12211,Petrol,20,60.1,1.2
 Polo,2014,8250,Manual,43918,Petrol,20,60.1,1.2
 Polo,2017,10650,Manual,32566,Diesel,145,83.1,1.4
 Polo,2017,10450,Manual,8904,Petrol,145,60.1,1.2
 Polo,2017,11250,Manual,12625,Petrol,145,60.1,1.2
 Polo,2016,9950,Manual,32147,Petrol,20,60.1,1.2
 Polo,2014,6780,Manual,34036,Petrol,145,47.9,1.4
 Polo,2013,6365,Manual,49480,Petrol,145,47.9,1.4
 Polo,2015,8231,Manual,25090,Petrol,20,60.1,1.0
 Polo,2015,7995,Manual,47379,Petrol,20,60.1,1.2
 Polo,2017,9950,Manual,12122,Petrol,145,60.1,1.2
 Polo,2018,12250,Manual,14151,Petrol,150,64.2,1.0
 Polo,2018,14450,Manual,17969,Petrol,150,62.8,1.0
 Polo,2018,11950,Manual,8972,Petrol,145,64.2,1.0
 Polo,2017,10950,Manual,22000,Petrol,20,60.1,1.2
 Polo,2017,9991,Manual,29160,Petrol,150,60.1,1.2
 Polo,2016,9450,Manual,11780,Petrol,20,58.9,1.0
 Polo,2017,10450,Manual,22570,Petrol,145,60.1,1.2
 Polo,2016,9250,Manual,32528,Petrol,20,60.1,1.2
 Polo,2016,9950,Manual,13767,Petrol,20,60.1,1.2
 Polo,2016,9450,Manual,22748,Petrol,20,60.1,1.2
 Polo,2018,13750,Manual,13442,Petrol,145,62.8,1.0
 Polo,2018,12650,Manual,11787,Diesel,145,55.4,1.6
 Polo,2016,8750,Manual,43000,Petrol,20,60.1,1.0
 Polo,2018,11950,Manual,26288,Petrol,145,64.2,1.0
 Polo,2016,12990,Semi-Auto,33360,Petrol,125,50.4,1.8
 Polo,2017,10090,Manual,11980,Petrol,145,60.1,1.2
 Polo,2017,10950,Manual,19805,Petrol,145,60.1,1.2
 Polo,2017,10750,Manual,21437,Petrol,20,60.1,1.2
 Polo,2014,7850,Manual,37015,Petrol,20,60.1,1.2
 Polo,2018,11991,Manual,19361,Petrol,145,64.2,1.0
 Polo,2015,9400,Manual,21740,Petrol,20,60.1,1.2
 Polo,2017,9682,Manual,38920,Petrol,20,60.1,1.2
 Polo,2018,10750,Manual,26212,Petrol,150,60.1,1.0
 Polo,2018,15450,Semi-Auto,21087,Petrol,145,58.9,1.0
 Polo,2014,6290,Manual,47851,Petrol,125,51.4,1.2
 Polo,2017,10390,Semi-Auto,45226,Petrol,20,60.1,1.2
 Polo,2018,13490,Manual,6586,Petrol,150,64.2,1.0
 Polo,2017,10690,Manual,24381,Petrol,145,60.1,1.2
 Polo,2016,11250,Semi-Auto,22915,Petrol,20,60.1,1.2
 Polo,2016,9450,Manual,42275,Petrol,20,60.1,1.2
 Polo,2017,10350,Manual,19822,Petrol,20,60.1,1.2
 Polo,2018,13490,Semi-Auto,14402,Petrol,145,45.6,1.0
 Polo,2016,11290,Semi-Auto,22810,Petrol,20,60.1,1.2
 Polo,2017,12490,Semi-Auto,15120,Petrol,20,60.1,1.2
 Polo,2018,11789,Manual,10500,Petrol,145,64.2,1.0
 Polo,2016,10290,Manual,15058,Petrol,20,60.1,1.2
 Polo,2017,11990,Manual,11724,Petrol,150,60.1,1.2
 Polo,2016,10990,Manual,12769,Petrol,20,60.1,1.2
 Polo,2017,9790,Manual,18015,Petrol,145,60.1,1.0
 Polo,2017,9290,Manual,28896,Petrol,145,58.9,1.0
 Polo,2017,8990,Manual,55902,Petrol,145,60.1,1.2
 Polo,2017,11290,Manual,19812,Petrol,145,60.1,1.2
 Polo,2016,12990,Semi-Auto,50348,Petrol,125,50.4,1.8
 Polo,2017,11250,Manual,20434,Petrol,145,60.1,1.2
 Polo,2017,13000,Semi-Auto,26062,Petrol,145,60.1,1.2
 Polo,2017,12290,Semi-Auto,25000,Petrol,145,60.1,1.2
 Polo,2017,11990,Semi-Auto,24319,Petrol,20,60.1,1.2
 Polo,2018,11650,Manual,13853,Petrol,145,60.1,1.0
 Polo,2017,13000,Semi-Auto,3663,Petrol,20,60.1,1.2
 Polo,2017,10995,Manual,13500,Petrol,20,60.1,1.2
 Polo,2017,10500,Manual,36000,Petrol,145,60.1,1.2
 Polo,2017,10250,Manual,36874,Petrol,20,60.1,1.2
 Polo,2017,10990,Manual,11347,Petrol,20,60.1,1.2
 Polo,2016,8995,Manual,23640,Petrol,20,60.1,1.2
 Polo,2017,9790,Manual,39950,Petrol,20,60.1,1.2
 Polo,2016,9290,Manual,10610,Petrol,20,60.1,1.0
 Polo,2016,9290,Manual,25999,Petrol,20,60.1,1.2
 Polo,2017,10490,Manual,23699,Petrol,20,60.1,1.2
 Polo,2015,10790,Manual,28531,Petrol,20,61.4,1.4
 Polo,2017,12000,Manual,20950,Petrol,20,60.1,1.2
 Polo,2016,13990,Automatic,36137,Petrol,125,50.4,1.8
 Polo,2017,12000,Manual,15539,Petrol,20,60.1,1.2
 Polo,2015,9000,Manual,34457,Petrol,20,60.1,1.2
 Polo,2018,10990,Manual,34491,Petrol,150,64.2,1.0
 Polo,2016,9490,Manual,10325,Petrol,20,60.1,1.0
 Polo,2017,12000,Semi-Auto,26140,Petrol,20,60.1,1.2
 Polo,2017,10290,Manual,20150,Petrol,20,60.1,1.2
 Polo,2016,10990,Manual,8112,Diesel,0,83.1,1.4
 Polo,2016,10990,Manual,9642,Diesel,0,83.1,1.4
 Polo,2016,12490,Semi-Auto,40617,Petrol,20,61.4,1.4
 Polo,2017,11880,Manual,8007,Petrol,145,65.7,1.0
 Polo,2016,9490,Manual,56245,Petrol,20,61.4,1.4
 Polo,2017,11995,Manual,18000,Petrol,20,60.1,1.2
 Polo,2018,13650,Manual,15581,Petrol,145,52.3,1.0
 Polo,2018,11950,Manual,26122,Petrol,145,64.2,1.0
 Polo,2018,12690,Manual,9711,Petrol,150,52.3,1.0
 Polo,2015,10690,Semi-Auto,23042,Petrol,20,60.1,1.2
 Polo,2017,12020,Manual,27890,Petrol,145,61.4,1.4
 Polo,2017,10930,Manual,11828,Petrol,145,60.1,1.2
 Polo,2018,13850,Manual,21512,Petrol,150,60.1,1.0
 Polo,2016,7950,Manual,59963,Petrol,20,60.1,1.2
 Polo,2017,10950,Manual,26533,Petrol,150,65.7,1.0
 Polo,2018,11950,Manual,25122,Petrol,150,64.2,1.0
 Polo,2016,8850,Manual,35586,Petrol,20,60.1,1.2
 Polo,2017,9950,Manual,26468,Petrol,150,60.1,1.2
 Polo,2017,9950,Manual,15784,Petrol,150,60.1,1.0
 Polo,2017,9990,Manual,45273,Petrol,145,60.1,1.2
 Polo,2014,6450,Manual,56756,Petrol,125,51.4,1.2
 Polo,2017,10950,Manual,13700,Petrol,150,60.1,1.2
 Polo,2017,9490,Manual,19938,Petrol,20,60.1,1.0
 Polo,2016,11990,Semi-Auto,13321,Petrol,20,60.1,1.2
 Polo,2017,14990,Semi-Auto,24217,Petrol,125,50.4,1.8
 Polo,2018,13990,Manual,11320,Petrol,145,52.3,1.0
 Polo,2016,10990,Manual,39000,Petrol,0,65.7,1.0
 Polo,2016,12990,Manual,26158,Petrol,20,61.4,1.4
 Polo,2017,10990,Manual,24400,Petrol,145,60.1,1.2
 Polo,2016,9490,Manual,39650,Petrol,20,60.1,1.2
 Polo,2016,7995,Manual,32188,Petrol,20,58.9,1.0
 Polo,2016,9995,Semi-Auto,33565,Petrol,20,60.1,1.2
 Polo,2015,8495,Semi-Auto,30800,Petrol,20,60.1,1.2
 Polo,2017,8691,Manual,33366,Petrol,20,58.9,1.0
 Polo,2017,10295,Manual,17000,Petrol,20,60.1,1.0
 Polo,2018,11995,Manual,21000,Petrol,150,64.2,1.0
 Polo,2017,9999,Manual,24442,Petrol,145,60.1,1.0
 Polo,2017,10490,Manual,30261,Petrol,145,60.1,1.2
 Polo,2016,8990,Manual,28656,Petrol,20,60.1,1.0
 Polo,2017,12495,Manual,13607,Petrol,150,60.1,1.2
 Polo,2017,11290,Manual,17000,Petrol,150,60.1,1.2
 Polo,2018,11995,Manual,10839,Petrol,150,60.1,1.0
 Polo,2016,10250,Manual,26690,Petrol,20,60.1,1.2
 Polo,2017,11995,Semi-Auto,30000,Petrol,150,60.1,1.2
 Polo,2017,10990,Manual,34512,Petrol,150,60.1,1.2
 Polo,2015,10891,Semi-Auto,18529,Petrol,20,60.1,1.2
 Polo,2016,7851,Manual,56545,Petrol,20,60.1,1.2
 Polo,2013,7291,Manual,49241,Petrol,125,53.3,1.2
 Polo,2017,9000,Manual,24852,Petrol,150,58.9,1.0
 Polo,2017,9795,Manual,23598,Petrol,150,60.1,1.2
 Polo,2016,12600,Manual,30016,Petrol,150,47.0,1.8
 Polo,2016,8991,Manual,40335,Petrol,20,60.1,1.2
 Polo,2016,10291,Manual,7859,Petrol,20,58.9,1.0
 Polo,2015,7791,Manual,46602,Petrol,20,60.1,1.2
 Polo,2017,10790,Manual,20140,Petrol,20,60.1,1.2
 Polo,2017,12690,Semi-Auto,19181,Petrol,150,60.1,1.2
 Polo,2016,9490,Manual,17464,Petrol,20,60.1,1.2
 Polo,2016,9690,Manual,34090,Petrol,20,60.1,1.2
 Polo,2017,9690,Manual,27019,Petrol,20,60.1,1.2
 Polo,2017,10672,Manual,11520,Petrol,145,60.1,1.0
 Polo,2016,8912,Manual,24966,Petrol,20,58.9,1.0
 Polo,2017,10052,Manual,23072,Petrol,145,60.1,1.0
 Polo,2017,9682,Manual,29500,Petrol,150,58.9,1.0
 Polo,2017,9602,Manual,29000,Petrol,145,58.9,1.0
 Polo,2015,10490,Semi-Auto,24637,Petrol,20,60.1,1.2
 Polo,2017,10981,Manual,57640,Petrol,20,60.1,1.2
 Polo,2017,10990,Manual,26712,Petrol,20,60.1,1.2
 Polo,2016,9490,Manual,27419,Petrol,20,60.1,1.0
 Polo,2017,9781,Manual,22047,Petrol,145,60.1,1.0
 Polo,2018,13990,Manual,11320,Petrol,145,52.3,1.0
 Polo,2015,8352,Manual,67321,Petrol,20,61.4,1.4
 Polo,2018,12000,Manual,15000,Petrol,150,64.2,1.0
 Polo,2018,11899,Manual,10000,Petrol,150,64.2,1.0
 Polo,2014,8540,Semi-Auto,27580,Petrol,145,47.9,1.4
 Polo,2013,8000,Semi-Auto,72150,Petrol,145,47.9,1.4
 Polo,2017,10499,Manual,30000,Petrol,150,60.1,1.2
 Polo,2018,12999,Manual,3000,Petrol,150,64.2,1.0
 Polo,2016,10000,Manual,19200,Petrol,20,60.1,1.2
 Polo,2017,10466,Manual,16104,Petrol,150,60.1,1.2
 Polo,2016,10222,Manual,18587,Petrol,20,60.1,1.2
 Polo,2016,10999,Manual,21437,Petrol,20,60.1,1.0
 Polo,2017,10272,Manual,19450,Petrol,145,60.1,1.0
 Polo,2017,11499,Manual,22898,Petrol,145,60.1,1.2
 Polo,2016,9999,Manual,31796,Petrol,20,60.1,1.0
 Polo,2018,12499,Manual,14631,Petrol,145,64.2,1.0
 Polo,2016,13999,Semi-Auto,22796,Petrol,20,61.4,1.4
 Polo,2015,8999,Manual,6953,Petrol,20,60.1,1.0
 Polo,2016,9300,Manual,14224,Petrol,20,58.9,1.0
 Polo,2017,10499,Manual,24361,Petrol,20,60.1,1.2
 Polo,2016,9499,Manual,8100,Petrol,20,60.1,1.0
 Polo,2016,9999,Manual,19321,Petrol,20,60.1,1.2
 Polo,2017,9999,Manual,26226,Petrol,20,60.1,1.0
 Polo,2016,9999,Manual,14079,Petrol,20,60.1,1.2
 Polo,2015,8495,Manual,24193,Petrol,20,60.1,1.0
 Polo,2014,8495,Manual,24989,Petrol,145,47.9,1.4
 Polo,2017,8995,Manual,34690,Petrol,20,60.1,1.0
 Polo,2017,9999,Manual,15800,Petrol,150,60.1,1.0
 Polo,2018,10999,Manual,17150,Petrol,150,60.1,1.0
 Polo,2017,9999,Manual,25138,Petrol,20,60.1,1.2
 Polo,2017,11995,Manual,13375,Petrol,20,60.1,1.2
 Polo,2018,13495,Semi-Auto,20064,Petrol,150,61.4,1.0
 Polo,2015,9195,Semi-Auto,22150,Petrol,20,60.1,1.2
 Polo,2016,10795,Manual,29607,Petrol,0,65.7,1.0
 Polo,2017,11290,Manual,6741,Petrol,150,58.9,1.0
 Polo,2018,10995,Manual,14641,Petrol,145,60.1,1.2
 Polo,2013,10390,Semi-Auto,28000,Petrol,20,61.4,1.4
 Polo,2015,7140,Manual,36413,Petrol,20,60.1,1.0
 Polo,2017,9990,Manual,35610,Petrol,145,60.1,1.2
 Polo,2014,7390,Manual,42500,Diesel,0,60.1,1.4
 Polo,2016,9650,Manual,34262,Petrol,20,60.1,1.2
 Polo,2016,11530,Automatic,6725,Petrol,20,60.1,1.2
 Polo,2016,9990,Manual,22223,Petrol,20,60.1,1.2
 Polo,2016,10300,Semi-Auto,28115,Petrol,20,60.1,1.2
 Polo,2017,9490,Manual,35200,Petrol,145,58.9,1.0
 Polo,2016,11000,Manual,13666,Petrol,20,60.1,1.2
 Polo,2017,10250,Manual,18758,Petrol,20,58.9,1.0
 Polo,2017,13990,Semi-Auto,12246,Petrol,145,60.1,1.2
 Polo,2018,12290,Manual,23282,Petrol,150,64.2,1.0
 Polo,2013,8790,Manual,35784,Petrol,20,61.4,1.4
 Polo,2018,11990,Manual,4998,Petrol,145,60.1,1.0
 Polo,2017,11990,Semi-Auto,29830,Petrol,150,60.1,1.2
 Polo,2015,7990,Manual,34737,Petrol,20,60.1,1.0
 Polo,2017,12990,Semi-Auto,15930,Petrol,20,60.1,1.2
 Polo,2016,8900,Manual,34505,Petrol,20,60.1,1.0
 Polo,2016,10000,Manual,22735,Petrol,20,60.1,1.2
 Polo,2017,10690,Manual,25012,Petrol,20,60.1,1.2
 Polo,2016,8750,Manual,45398,Petrol,20,60.1,1.2
 Polo,2016,8500,Manual,27174,Petrol,20,60.1,1.0
 Polo,2017,13000,Semi-Auto,11101,Petrol,20,60.1,1.2
 Polo,2016,11490,Semi-Auto,24213,Petrol,20,60.1,1.2
 Polo,2018,11000,Manual,36455,Petrol,150,64.2,1.0
 Polo,2017,10690,Manual,25013,Petrol,20,60.1,1.2
 Polo,2018,14290,Manual,12625,Petrol,150,60.1,1.0
 Polo,2018,14490,Semi-Auto,14310,Petrol,145,61.4,1.0
 Polo,2017,10000,Manual,34541,Petrol,20,60.1,1.2
 Polo,2015,11490,Semi-Auto,12026,Petrol,20,60.1,1.2
 Polo,2014,7990,Manual,29761,Petrol,125,51.4,1.2
 Polo,2017,13490,Semi-Auto,10424,Petrol,145,60.1,1.2
 Polo,2017,9990,Manual,21777,Petrol,150,58.9,1.0
 Polo,2018,11990,Manual,22175,Petrol,150,64.2,1.0
 Polo,2016,12990,Semi-Auto,7749,Petrol,20,60.1,1.2
 Polo,2018,11290,Manual,6112,Petrol,150,60.1,1.0
 Polo,2016,9995,Manual,21595,Petrol,20,60.1,1.2
 Polo,2017,9995,Manual,34092,Petrol,150,60.1,1.0
 Polo,2017,11490,Manual,7483,Petrol,145,60.1,1.2
 Polo,2018,12290,Manual,15181,Petrol,145,60.1,1.0
 Polo,2017,10690,Manual,35861,Petrol,150,60.1,1.2
 Polo,2017,12990,Semi-Auto,21576,Petrol,150,60.1,1.2
 Polo,2016,10290,Manual,20360,Petrol,20,60.1,1.2
 Polo,2017,11290,Manual,15865,Petrol,20,60.1,1.2
 Polo,2018,11795,Manual,27998,Petrol,150,64.2,1.0
 Polo,2016,9891,Manual,16030,Petrol,20,60.1,1.2
 Polo,2014,7991,Manual,42569,Petrol,20,60.1,1.2
 Polo,2016,9818,Manual,23562,Petrol,20,60.1,1.2
 Polo,2017,10181,Manual,37587,Petrol,145,60.1,1.2
 Polo,2017,9991,Manual,41319,Petrol,150,60.1,1.2
 Polo,2017,10691,Manual,28233,Petrol,150,60.1,1.2
 Polo,2017,13491,Semi-Auto,5453,Petrol,150,60.1,1.2
 Polo,2018,11995,Manual,17969,Petrol,145,64.2,1.0
 Polo,2016,12890,Semi-Auto,9655,Petrol,20,58.9,1.0
 Polo,2017,10941,Manual,13759,Petrol,145,58.9,1.0
 Polo,2016,10046,Manual,18783,Petrol,20,60.1,1.2
 Polo,2015,8990,Manual,27549,Petrol,20,60.1,1.2
 Polo,2018,11795,Manual,10364,Petrol,145,60.1,1.0
 Polo,2017,9495,Manual,29018,Petrol,20,60.1,1.2
 Polo,2016,12295,Semi-Auto,13031,Petrol,20,60.1,1.2
 Polo,2016,9995,Manual,17242,Petrol,20,60.1,1.2
 Polo,2017,10800,Manual,13663,Petrol,20,60.1,1.2
 Polo,2017,10200,Manual,24609,Petrol,20,60.1,1.2
 Polo,2017,10895,Manual,14056,Petrol,20,60.1,1.2
 Polo,2016,9995,Manual,36540,Petrol,0,65.7,1.0
 Polo,2016,9995,Manual,16444,Petrol,20,60.1,1.0
 Polo,2016,9295,Manual,33733,Petrol,20,60.1,1.2
 Polo,2016,9495,Manual,25722,Petrol,20,60.1,1.2
 Polo,2016,9995,Manual,16744,Petrol,20,60.1,1.0
 Polo,2017,10995,Manual,16302,Petrol,145,60.1,1.2
 Polo,2018,12790,Manual,9788,Petrol,150,64.2,1.0
 Polo,2017,10490,Manual,24730,Petrol,20,60.1,1.2
 Polo,2016,12290,Semi-Auto,12966,Petrol,20,60.1,1.2
 Polo,2016,13490,Semi-Auto,5702,Petrol,20,60.1,1.2
 Polo,2017,13690,Semi-Auto,9466,Petrol,145,60.1,1.2
 Polo,2017,11221,Manual,19213,Petrol,145,60.1,1.2
 Polo,2016,11695,Automatic,1700,Petrol,20,60.1,1.2
 Polo,2014,10995,Semi-Auto,6000,Petrol,20,60.1,1.2
 Polo,2014,7790,Manual,27704,Petrol,20,60.1,1.0
 Polo,2017,10990,Semi-Auto,39812,Petrol,20,60.1,1.2
 Polo,2016,9490,Manual,17938,Petrol,20,60.1,1.0
 Polo,2016,10790,Semi-Auto,31811,Petrol,20,60.1,1.2
 Polo,2017,11490,Manual,17736,Petrol,150,60.1,1.2
 Polo,2018,14290,Manual,4402,Petrol,150,62.8,1.0
 Polo,2016,9990,Manual,20889,Petrol,20,60.1,1.2
 Polo,2016,10895,Automatic,5845,Petrol,20,60.1,1.2
 Polo,2017,11490,Semi-Auto,36248,Petrol,20,60.1,1.2
 Polo,2016,13290,Semi-Auto,12215,Petrol,20,60.1,1.2
 Polo,2017,13990,Semi-Auto,8119,Petrol,20,60.1,1.2
 Polo,2017,13490,Semi-Auto,3780,Petrol,20,60.1,1.2
 Polo,2016,11490,Semi-Auto,11225,Petrol,20,60.1,1.2
 Polo,2016,9290,Manual,37541,Petrol,20,60.1,1.2
 Polo,2017,11490,Manual,14201,Petrol,150,60.1,1.2
 Polo,2017,11290,Manual,10027,Petrol,20,60.1,1.2
 Polo,2017,13390,Semi-Auto,10296,Petrol,150,60.1,1.2
 Polo,2017,11990,Semi-Auto,21271,Petrol,20,60.1,1.2
 Polo,2017,9890,Manual,28063,Petrol,20,58.9,1.0
 Polo,2016,9690,Manual,36000,Diesel,0,83.1,1.4
 Polo,2017,12690,Manual,25000,Petrol,145,61.4,1.4
 Polo,2014,8500,Manual,38000,Petrol,20,60.1,1.2
 Polo,2017,11990,Manual,7800,Petrol,145,60.1,1.0
 Polo,2018,14500,Manual,3500,Petrol,145,52.3,1.0
 Polo,2018,11990,Manual,12900,Petrol,145,64.2,1.0
 Polo,2017,11500,Manual,18000,Petrol,145,60.1,1.2
 Polo,2017,11000,Manual,21000,Petrol,20,60.1,1.2
 Polo,2015,7991,Manual,30339,Petrol,20,60.1,1.2
 Polo,2016,10991,Manual,15491,Petrol,20,60.1,1.2
 Polo,2016,13495,Semi-Auto,34558,Petrol,125,50.4,1.8
 Polo,2016,9999,Manual,17363,Petrol,20,60.1,1.2
 Polo,2017,10991,Manual,24268,Petrol,145,60.1,1.2
 Polo,2016,10591,Manual,16894,Petrol,20,60.1,1.2
 Polo,2017,10491,Manual,19225,Petrol,20,60.1,1.2
 Polo,2018,12390,Manual,8375,Petrol,145,48.7,1.0
 Polo,2015,9492,Manual,16039,Petrol,0,68.9,1.0
 Polo,2017,11492,Manual,15787,Petrol,20,60.1,1.2
 Polo,2016,8891,Manual,24497,Petrol,20,58.9,1.0
 Polo,2017,10591,Manual,27711,Petrol,145,60.1,1.2
 Polo,2018,11495,Manual,32000,Petrol,145,64.2,1.0
 Polo,2016,12495,Semi-Auto,13800,Petrol,20,58.9,1.0
 Polo,2016,8795,Manual,32000,Petrol,20,60.1,1.2
 Polo,2016,10995,Semi-Auto,18500,Petrol,20,60.1,1.2
 Polo,2016,9695,Semi-Auto,31500,Petrol,20,60.1,1.2
 Polo,2017,12495,Manual,4100,Petrol,145,60.1,1.2
 Polo,2018,12991,Manual,4500,Petrol,145,60.1,1.0
 Polo,2018,12991,Manual,4000,Petrol,145,48.7,1.0
 Polo,2016,10491,Manual,7811,Petrol,20,60.1,1.2
 Polo,2016,10491,Manual,25082,Petrol,20,60.1,1.2
 Polo,2018,12491,Manual,11600,Petrol,145,60.1,1.0
 Polo,2017,10295,Manual,33200,Petrol,20,60.1,1.2
 Polo,2018,12995,Manual,8600,Petrol,145,64.2,1.0
 Polo,2018,12900,Manual,1500,Petrol,145,60.1,1.0
 Polo,2018,11990,Manual,19900,Petrol,145,64.2,1.0
 Polo,2017,12191,Semi-Auto,17573,Petrol,150,60.1,1.2
 Polo,2016,9690,Manual,22218,Petrol,20,60.1,1.0
 Polo,2016,11490,Semi-Auto,17131,Petrol,20,60.1,1.2
 Polo,2017,15990,Semi-Auto,20454,Petrol,150,50.4,1.8
 Polo,2018,13690,Manual,17277,Petrol,150,62.8,1.0
 Polo,2018,12490,Manual,15603,Petrol,150,48.7,1.0
 Polo,2017,11690,Manual,11482,Petrol,150,60.1,1.2
 Polo,2016,9490,Manual,36162,Petrol,20,58.9,1.0
 Polo,2018,11795,Manual,12584,Petrol,145,64.2,1.0
 Polo,2016,12790,Semi-Auto,10498,Petrol,20,60.1,1.2
 Polo,2017,11000,Manual,14800,Petrol,20,60.1,1.2
 Polo,2016,8499,Manual,45000,Petrol,20,60.1,1.2
 Polo,2018,9995,Manual,22863,Petrol,150,60.1,1.0
 Polo,2017,7995,Manual,54394,Petrol,150,60.1,1.0
 Polo,2017,10495,Manual,29588,Petrol,20,60.1,1.2
 Polo,2017,12101,Semi-Auto,5600,Petrol,20,60.1,1.2
 Polo,2017,13991,Semi-Auto,22011,Petrol,20,61.4,1.4
 Polo,2018,13691,Semi-Auto,17648,Petrol,150,45.6,1.0
 Polo,2016,10995,Manual,10501,Petrol,20,60.1,1.2
 Polo,2018,12495,Manual,7763,Petrol,145,64.2,1.0
 Polo,2017,10251,Manual,10863,Petrol,150,60.1,1.0
 Polo,2016,7995,Manual,46440,Petrol,20,60.1,1.2
 Polo,2017,10495,Manual,16482,Petrol,145,60.1,1.0
 Polo,2017,10995,Manual,15685,Petrol,150,60.1,1.2
 Polo,2017,10600,Manual,20069,Petrol,20,58.9,1.0
 Polo,2017,10490,Manual,11953,Petrol,20,58.9,1.0
 Polo,2017,11900,Manual,16060,Petrol,145,65.7,1.0
 Polo,2017,12725,Manual,6913,Petrol,145,60.1,1.2
 Polo,2017,11250,Manual,23534,Petrol,145,60.1,1.2
 Polo,2017,10295,Manual,32351,Petrol,20,60.1,1.2
 Polo,2017,9990,Manual,18899,Petrol,20,60.1,1.2
 Polo,2017,10995,Manual,28398,Petrol,145,65.7,1.0
 Polo,2016,10790,Manual,16130,Petrol,20,60.1,1.2
 Polo,2016,8995,Manual,37700,Petrol,20,60.1,1.2
 Polo,2018,14000,Semi-Auto,3103,Petrol,145,45.6,1.0
 Polo,2017,11000,Semi-Auto,17960,Petrol,150,60.1,1.2
 Polo,2017,12995,Semi-Auto,14500,Petrol,150,60.1,1.2
 Polo,2017,10600,Manual,27565,Petrol,145,60.1,1.2
 Polo,2017,12495,Manual,6000,Petrol,145,60.1,1.0
 Polo,2015,9995,Manual,29000,Petrol,20,60.1,1.2
 Polo,2015,9995,Manual,12000,Petrol,20,60.1,1.0
 Polo,2017,11995,Manual,10000,Petrol,20,60.1,1.2
 Polo,2017,12995,Semi-Auto,13000,Petrol,20,60.1,1.2
