model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Golf,2019,20998,Manual,25,Diesel,145,62.8,2.0
 Golf,2019,19995,Manual,1000,Petrol,145,47.1,1.5
 Golf,2019,20450,Semi-Auto,9502,Diesel,145,52.3,2.0
 Golf,2019,19995,Manual,1000,Petrol,145,47.1,1.5
 Golf,2019,21995,Manual,4000,Diesel,145,55.4,2.0
 Golf,2019,21995,Manual,4000,Diesel,145,55.4,2.0
 Golf,2019,20550,Semi-Auto,5308,Diesel,145,52.3,2.0
 Golf,2019,15998,Semi-Auto,14952,Petrol,145,45.6,1.0
 Golf,2020,21498,Semi-Auto,10,Diesel,150,53.3,2.0
 Golf,2019,20550,Semi-Auto,5308,Diesel,145,52.3,2.0
 Golf,2019,20450,Semi-Auto,9502,Diesel,145,52.3,2.0
 Golf,2019,18498,Manual,7915,Petrol,145,45.6,1.5
 Golf,2020,21498,Semi-Auto,10,Diesel,150,53.3,2.0
 Golf,2019,23498,Semi-Auto,12,Diesel,145,52.3,2.0
 Golf,2020,31498,Semi-Auto,10,Petrol,150,32.8,2.0
 Golf,2020,31498,Semi-Auto,10,Petrol,150,32.8,2.0
 Golf,2020,21998,Manual,10,Petrol,150,47.9,1.5
 Golf,2020,21998,Manual,10,Petrol,150,47.9,1.5
 Golf,2019,18998,Manual,10,Diesel,145,55.4,1.6
 Golf,2019,20498,Manual,10,Petrol,145,47.1,1.5
 Golf,2019,17998,Manual,30,Diesel,145,57.7,1.6
 Golf,2020,21498,Semi-Auto,20,Diesel,150,53.3,2.0
 Golf,2019,16998,Manual,12898,Petrol,145,47.1,1.5
 Golf,2019,19498,Manual,7729,Petrol,145,45.6,1.5
 Golf,2019,18798,Semi-Auto,8650,Diesel,145,52.3,2.0
 Golf,2019,15998,Semi-Auto,18069,Petrol,145,45.6,1.0
 Golf,2019,19998,Manual,9,Diesel,145,62.8,2.0
 Golf,2019,22998,Manual,16009,Petrol,150,37.2,2.0
 Golf,2019,23998,Manual,6489,Petrol,150,37.2,2.0
 Golf,2019,13698,Manual,15629,Diesel,145,57.7,1.6
 Golf,2019,17298,Manual,6399,Petrol,145,47.1,1.5
 Golf,2019,17498,Manual,5488,Petrol,145,47.1,1.5
 Golf,2019,20998,Semi-Auto,10,Diesel,145,54.3,1.6
 Golf,2019,12498,Manual,15232,Diesel,145,57.7,1.6
 Golf,2019,17298,Manual,10787,Petrol,145,47.1,1.5
 Golf,2019,17498,Manual,6589,Petrol,145,47.1,1.5
 Golf,2019,18798,Semi-Auto,7324,Diesel,145,52.3,2.0
 Golf,2019,15998,Semi-Auto,15001,Petrol,145,45.6,1.0
 Golf,2019,17298,Manual,6206,Petrol,145,47.1,1.5
 Golf,2020,31498,Semi-Auto,20,Petrol,150,32.8,2.0
 Golf,2019,24995,Semi-Auto,2312,Diesel,145,49.6,2.0
 Golf,2019,17298,Manual,8392,Petrol,145,47.1,1.5
 Golf,2019,22998,Manual,18843,Petrol,150,37.2,2.0
 Golf,2019,16795,Semi-Auto,10173,Diesel,145,52.3,1.6
 Golf,2019,22798,Semi-Auto,14,Diesel,145,53.3,2.0
 Golf,2020,31498,Semi-Auto,50,Petrol,150,32.8,2.0
 Golf,2020,21498,Semi-Auto,50,Diesel,150,53.3,2.0
 Golf,2020,30498,Semi-Auto,50,Petrol,150,32.8,2.0
 Golf,2020,21998,Manual,50,Petrol,150,47.9,1.5
 Golf,2020,21498,Semi-Auto,50,Diesel,150,53.3,2.0
 Golf,2019,23995,Manual,3000,Petrol,145,37.7,2.0
 Golf,2019,24995,Manual,1903,Petrol,145,37.7,2.0
 Golf,2019,19998,Manual,15,Diesel,145,62.8,2.0
 Golf,2020,29995,Semi-Auto,3569,Petrol,145,32.8,2.0
 Golf,2019,23995,Semi-Auto,12332,Diesel,145,49.6,2.0
 Golf,2020,21498,Semi-Auto,10,Diesel,150,53.3,2.0
 Golf,2019,17898,Manual,1,Diesel,145,57.7,1.6
 Golf,2019,25995,Semi-Auto,10000,Diesel,145,49.6,2.0
 Golf,2019,19998,Manual,15,Diesel,145,57.7,1.6
 Golf,2020,21498,Semi-Auto,10,Diesel,150,53.3,2.0
 Golf,2019,20998,Semi-Auto,10,Diesel,145,54.3,1.6
 Golf,2019,20998,Semi-Auto,10,Diesel,145,54.3,1.6
 Golf,2020,21498,Semi-Auto,10,Diesel,150,53.3,2.0
 Golf,2020,30498,Semi-Auto,10,Petrol,150,32.8,2.0
 Golf,2020,30498,Semi-Auto,10,Petrol,150,32.8,2.0
 Golf,2019,19450,Semi-Auto,3700,Diesel,145,52.3,2.0
 Golf,2019,18950,Semi-Auto,4392,Diesel,150,52.3,2.0
 Golf,2019,17298,Manual,6841,Petrol,145,47.1,1.5
 Golf,2019,17298,Manual,5784,Petrol,145,47.1,1.5
 Golf,2019,20398,Manual,10,Diesel,145,57.7,1.6
 Golf,2019,19450,Semi-Auto,3935,Diesel,150,52.3,2.0
 Golf,2019,19450,Semi-Auto,5853,Diesel,150,52.3,2.0
 Golf,2019,19950,Semi-Auto,7384,Diesel,150,52.3,2.0
 Golf,2019,15450,Manual,4075,Diesel,150,57.7,1.6
 Golf,2019,14950,Manual,13775,Diesel,150,57.7,1.6
 Golf,2019,14950,Manual,10904,Diesel,150,57.7,1.6
 Golf,2019,20498,Semi-Auto,5193,Petrol,145,43.5,1.5
 Golf,2019,18698,Semi-Auto,7865,Petrol,145,43.5,1.5
 Golf,2019,20950,Manual,6000,Diesel,145,62.8,2.0
 Golf,2019,11950,Manual,9461,Petrol,150,49.6,1.0
 Golf,2019,19450,Semi-Auto,4471,Diesel,150,52.3,2.0
 Golf,2019,19950,Semi-Auto,3500,Diesel,145,52.3,2.0
 Golf,2019,14950,Manual,11600,Diesel,145,57.7,1.6
 Golf,2019,18950,Semi-Auto,5900,Diesel,145,52.3,2.0
 Golf,2019,19450,Semi-Auto,4600,Diesel,145,52.3,2.0
 Golf,2019,17300,Manual,5487,Petrol,145,45.6,1.5
 Golf,2019,19989,Semi-Auto,16068,Diesel,150,64.2,2.0
 Golf,2019,18898,Manual,8,Petrol,150,47.1,1.5
 Golf,2019,15989,Manual,12627,Petrol,145,46.3,1.5
 Golf,2019,12750,Manual,15000,Petrol,145,49.6,1.0
 Golf,2019,14950,Manual,10600,Diesel,145,57.7,1.6
 Golf,2019,13250,Manual,13500,Diesel,145,57.7,1.6
 Golf,2019,27489,Semi-Auto,10283,Petrol,145,32.8,2.0
 Golf,2020,21489,Semi-Auto,6800,Petrol,145,47.1,1.5
 Golf,2019,22489,Manual,8644,Diesel,145,57.7,1.6
 Golf,2019,26989,Semi-Auto,8179,Diesel,145,49.6,2.0
 Golf,2019,21989,Automatic,5531,Diesel,145,52.3,2.0
 Golf,2019,21389,Semi-Auto,7800,Diesel,145,53.3,2.0
 Golf,2019,24989,Automatic,5613,Petrol,145,37.7,2.0
 Golf,2019,17489,Semi-Auto,13314,Petrol,145,45.6,1.0
 Golf,2019,28289,Semi-Auto,8421,Petrol,145,32.8,2.0
 Golf,2019,28689,Semi-Auto,8421,Petrol,145,32.8,2.0
 Golf,2019,12298,Manual,12607,Petrol,150,49.6,1.0
 Golf,2019,25989,Semi-Auto,7445,Petrol,145,37.7,2.0
 Golf,2019,24989,Automatic,5613,Petrol,145,37.7,2.0
 Golf,2019,19998,Manual,10,Petrol,145,45.6,1.5
 Golf,2019,19498,Manual,10,Diesel,145,55.4,2.0
 Golf,2019,25495,Manual,4849,Petrol,145,37.2,2.0
 Golf,2019,14998,Manual,17464,Petrol,145,49.6,1.0
 Golf,2019,19998,Manual,10,Diesel,145,57.7,1.6
 Golf,2019,20998,Semi-Auto,10,Diesel,145,54.3,1.6
 Golf,2019,19798,Manual,10,Diesel,145,62.8,2.0
 Golf,2019,26991,Semi-Auto,6000,Petrol,150,32.8,2.0
 Golf,2019,24689,Manual,4487,Petrol,145,37.2,2.0
 Golf,2019,17298,Manual,5673,Petrol,145,47.1,1.5
 Golf,2019,17298,Manual,7237,Petrol,145,47.1,1.5
 Golf,2019,25989,Semi-Auto,9962,Diesel,145,49.6,2.0
 Golf,2019,27489,Automatic,10283,Petrol,145,32.8,2.0
 Golf,2019,17298,Manual,9595,Petrol,145,47.1,1.5
 Golf,2019,17298,Manual,4744,Petrol,145,47.1,1.5
 Golf,2019,20498,Manual,8,Diesel,145,62.8,2.0
 Golf,2019,14990,Manual,14490,Diesel,150,57.7,1.6
 Golf,2019,17298,Manual,4213,Petrol,145,47.1,1.5
 Golf,2019,19798,Manual,7,Petrol,150,47.1,1.5
 Golf,2019,17298,Manual,5208,Petrol,145,47.1,1.5
 Golf,2019,17298,Manual,6359,Petrol,145,47.1,1.5
 Golf,2019,21998,Semi-Auto,18,Diesel,150,54.3,1.6
 Golf,2019,17298,Manual,7808,Petrol,145,47.1,1.5
 Golf,2019,18998,Manual,3485,Petrol,145,45.6,1.5
 Golf,2019,17298,Manual,7574,Petrol,145,47.1,1.5
 Golf,2019,17498,Manual,7705,Petrol,145,47.1,1.5
 Golf,2019,17298,Manual,7333,Petrol,145,47.1,1.5
 Golf,2020,31498,Semi-Auto,15,Petrol,150,32.8,2.0
 Golf,2020,30498,Semi-Auto,15,Petrol,150,32.8,2.0
 Golf,2020,30498,Semi-Auto,15,Petrol,150,32.8,2.0
 Golf,2020,31498,Semi-Auto,15,Petrol,150,32.8,2.0
 Golf,2019,17298,Manual,6829,Petrol,145,47.1,1.5
 Golf,2019,21998,Semi-Auto,15,Diesel,145,54.3,1.6
 Golf,2020,21998,Manual,15,Petrol,150,47.9,1.5
 Golf,2020,21498,Semi-Auto,15,Diesel,150,53.3,2.0
 Golf,2020,21498,Semi-Auto,15,Diesel,150,53.3,2.0
 Golf,2019,18798,Semi-Auto,10378,Diesel,145,52.3,2.0
 Golf,2019,13260,Manual,15666,Diesel,145,57.7,1.6
 Golf,2020,25491,Semi-Auto,2000,Diesel,145,52.3,2.0
 Golf,2020,30991,Semi-Auto,1500,Petrol,145,37.7,2.0
 Golf,2019,17298,Manual,5730,Petrol,145,47.1,1.5
 Golf,2019,18998,Semi-Auto,9142,Diesel,145,52.3,2.0
 Golf,2019,20998,Semi-Auto,50,Diesel,145,54.3,1.6
 Golf,2019,17298,Manual,11149,Petrol,145,47.1,1.5
 Golf,2019,19191,Automatic,3000,Diesel,145,51.4,1.6
 Golf,2019,18991,Automatic,4000,Diesel,145,51.4,1.6
 Golf,2019,24698,Manual,6332,Petrol,145,37.2,2.0
 Golf,2019,23998,Manual,9808,Petrol,145,37.2,2.0
 Golf,2019,23350,Semi-Auto,5000,Petrol,145,43.5,1.5
 Golf,2019,16950,Manual,5000,Petrol,145,49.6,1.0
 Golf,2019,16250,Manual,9000,Petrol,145,49.6,1.0
 Golf,2019,20991,Manual,2000,Diesel,145,62.8,2.0
 Golf,2019,18491,Manual,3000,Diesel,145,57.7,1.6
 Golf,2019,20450,Manual,25,Petrol,145,49.6,1.5
 Golf,2019,23450,Manual,1000,Petrol,145,45.6,1.5
 Golf,2019,20000,Manual,50,Petrol,145,47.1,1.5
 Golf,2019,20000,Manual,1000,Diesel,145,57.7,1.6
 Golf,2019,31000,Automatic,6950,Petrol,145,37.7,2.0
 Golf,2019,22491,Automatic,4000,Diesel,145,52.3,2.0
 Golf,2019,26995,Semi-Auto,4209,Petrol,150,37.7,2.0
 Golf,2020,21495,Manual,99,Diesel,145,56.5,1.6
 Golf,2019,16198,Manual,1696,Petrol,145,49.6,1.0
 Golf,2019,13450,Manual,15637,Diesel,145,57.7,1.6
 Golf,2019,14495,Manual,12725,Diesel,145,56.5,1.6
 Golf,2019,20995,Semi-Auto,9767,Petrol,145,43.5,1.5
 Golf,2019,14995,Manual,20010,Petrol,145,49.6,1.0
 Golf,2019,18995,Manual,99,Diesel,145,57.7,1.6
 Golf,2019,18995,Manual,99,Diesel,145,57.7,1.6
 Golf,2019,20250,Manual,99,Diesel,145,55.4,2.0
 Golf,2019,21800,Manual,99,Diesel,145,62.8,2.0
 Golf,2019,21550,Automatic,99,Diesel,145,53.3,2.0
 Golf,2019,22295,Manual,99,Petrol,145,47.9,1.5
 Golf,2020,19995,Semi-Auto,99,Diesel,145,54.3,1.6
 Golf,2019,16990,Manual,12500,Diesel,150,55.4,1.6
 Golf,2019,16191,Manual,6996,Petrol,145,48.7,1.0
 Golf,2019,16491,Manual,9078,Petrol,145,49.6,1.0
 Golf,2020,18995,Manual,99,Diesel,145,57.7,1.6
 Golf,2019,16495,Manual,7565,Diesel,150,57.7,1.6
 Golf,2019,16995,Semi-Auto,11989,Diesel,150,54.3,1.6
 Golf,2019,19995,Semi-Auto,2099,Diesel,150,52.3,2.0
 Golf,2020,18495,Manual,99,Diesel,145,57.7,1.6
 Golf,2019,13995,Manual,13144,Diesel,145,57.7,1.6
 Golf,2019,16995,Semi-Auto,14925,Petrol,145,45.6,1.0
 Golf,2019,13995,Manual,11020,Diesel,145,57.7,1.6
 Golf,2019,15295,Manual,8918,Diesel,145,57.7,1.6
 Golf,2019,14995,Manual,17011,Diesel,145,57.7,1.6
 Golf,2019,18995,Manual,4000,Petrol,145,47.1,1.5
 Golf,2019,17500,Manual,10000,Petrol,145,47.1,1.5
 Golf,2019,16995,Manual,7091,Petrol,150,51.4,1.0
 Golf,2020,36995,Semi-Auto,3452,Petrol,150,36.2,2.0
 Golf,2019,28995,Semi-Auto,2588,Petrol,150,32.8,2.0
 Golf,2019,15995,Manual,15348,Petrol,150,49.6,1.0
 Golf,2019,14995,Semi-Auto,15110,Diesel,145,54.3,1.6
 Golf,2019,17490,Manual,2899,Petrol,145,47.1,1.5
 Golf,2019,28799,Semi-Auto,4086,Petrol,145,32.8,2.0
 Golf,2019,25499,Semi-Auto,7210,Diesel,145,49.6,2.0
 Golf,2019,17799,Manual,566,Diesel,145,57.7,1.6
 Golf,2019,19995,Manual,4044,Petrol,145,45.6,1.5
 Golf,2019,20499,Manual,3126,Diesel,145,54.3,1.6
 Golf,2019,15995,Manual,12514,Petrol,150,49.6,1.0
 Golf,2019,29999,Semi-Auto,5777,Petrol,145,32.8,2.0
 Golf,2019,30999,Semi-Auto,4978,Petrol,145,32.8,2.0
 Golf,2019,17999,Manual,5000,Diesel,145,57.7,1.6
 Golf,2020,24999,Manual,5000,Petrol,150,47.9,1.5
 Golf,2020,25999,Semi-Auto,10,Hybrid,150,44.8,1.5
 Golf,2019,15500,Semi-Auto,15845,Diesel,145,54.3,1.6
 Golf,2019,21699,Semi-Auto,2588,Petrol,145,43.5,1.5
 Golf,2020,25999,Manual,5000,Petrol,145,47.9,1.5
 Golf,2019,22491,Manual,17869,Petrol,145,37.2,2.0
 Golf,2019,17995,Manual,5108,Diesel,145,57.7,1.6
 Golf,2020,20995,Manual,5106,Diesel,145,55.4,2.0
 Golf,2020,20995,Manual,5102,Diesel,145,57.7,1.6
 Golf,2020,18995,Manual,5023,Diesel,145,57.7,1.6
 Golf,2020,18995,Manual,5011,Diesel,145,57.7,1.6
 Golf,2019,19495,Manual,5021,Diesel,145,55.4,1.6
 Golf,2019,18995,Manual,5019,Diesel,145,62.8,2.0
 Golf,2019,25495,Manual,4737,Petrol,145,37.2,2.0
 Golf,2020,18995,Manual,5017,Diesel,145,57.7,1.6
 Golf,2019,19765,Automatic,5890,Diesel,145,53.3,2.0
 Golf,2019,20995,Manual,2823,Petrol,145,45.6,1.5
 Golf,2019,19995,Manual,4044,Petrol,145,45.6,1.5
 Golf,2019,20495,Manual,2869,Petrol,145,45.6,1.5
 Golf,2019,19965,Manual,3000,Petrol,145,45.6,1.5
 Golf,2019,25250,Manual,4657,Petrol,145,37.2,2.0
 Golf,2019,25498,Semi-Auto,4739,Petrol,145,44.8,2.0
 Golf,2019,19499,Automatic,9563,Diesel,145,54.3,1.6
 Golf,2020,24964,Manual,3100,Diesel,145,62.8,2.0
 Golf,2020,21965,Manual,100,Petrol,150,49.6,1.5
 Golf,2020,20464,Manual,100,Diesel,150,67.3,1.6
 Golf,2020,25499,Manual,287,Petrol,150,47.1,1.5
 Golf,2019,28999,Semi-Auto,4330,Petrol,145,32.8,2.0
 Golf,2020,22999,Manual,1001,Petrol,150,49.6,1.5
 Golf,2020,24499,Manual,800,Petrol,150,47.1,1.5
 Golf,2019,19995,Manual,3000,Petrol,145,46.3,1.5
 Golf,2019,17999,Manual,6001,Diesel,145,57.7,1.6
 Golf,2019,21499,Manual,6001,Diesel,145,62.8,2.0
 Golf,2019,20499,Semi-Auto,2501,Petrol,145,44.1,1.5
 Golf,2019,21299,Manual,3501,Petrol,145,47.9,1.5
 Golf,2019,19495,Manual,6000,Petrol,145,45.6,1.5
 Golf,2019,23995,Semi-Auto,3000,Petrol,145,43.5,1.5
 Golf,2019,27499,Semi-Auto,6177,Petrol,145,32.8,2.0
 Golf,2019,31499,Automatic,5001,Petrol,145,36.2,2.0
 Golf,2020,21499,Semi-Auto,2501,Petrol,145,45.6,1.5
 Golf,2019,31995,Semi-Auto,6500,Petrol,145,36.2,2.0
 Golf,2019,17295,Manual,6265,Petrol,145,47.1,1.5
 Golf,2019,25999,Semi-Auto,8652,Diesel,145,49.6,2.0
 Golf,2019,17298,Manual,6745,Petrol,145,47.1,1.5
 Golf,2019,17298,Manual,7010,Petrol,145,47.1,1.5
 Golf,2019,23495,Semi-Auto,12000,Diesel,145,49.6,2.0
 Golf,2019,17995,Semi-Auto,9950,Diesel,145,52.3,1.6
 Golf,2020,30999,Semi-Auto,3000,Hybrid,135,141.3,1.4
 Golf,2020,21999,Manual,2000,Petrol,150,49.6,1.5
 Golf,2020,26499,Semi-Auto,2000,Diesel,150,60.1,2.0
 Golf,2019,21699,Semi-Auto,5229,Petrol,145,43.5,1.5
 Golf,2020,21399,Semi-Auto,2000,Diesel,145,53.3,2.0
 Golf,2019,17298,Manual,7440,Petrol,145,47.1,1.5
 Golf,2019,17298,Manual,5385,Petrol,145,47.1,1.5
 Golf,2019,17495,Manual,10911,Petrol,145,45.6,1.5
 Golf,2019,12495,Manual,15186,Petrol,145,49.6,1.0
 Golf,2019,21999,Manual,5000,Diesel,145,62.8,2.0
 Golf,2019,16695,Manual,12500,Diesel,145,55.4,1.6
 Golf,2019,22500,Automatic,1900,Petrol,145,44.8,1.5
 Golf,2020,22500,Manual,2000,Diesel,145,62.8,2.0
 Golf,2020,26995,Semi-Auto,810,Hybrid,150,44.8,1.5
 Golf,2020,27898,Semi-Auto,10,Hybrid,145,44.8,1.5
 Golf,2019,17495,Manual,9947,Petrol,145,47.1,1.5
 Golf,2020,23995,Manual,982,Petrol,150,49.6,1.5
 Golf,2019,28985,Semi-Auto,8597,Petrol,145,36.2,2.0
 Golf,2019,18485,Manual,4806,Diesel,145,55.4,1.6
 Golf,2019,17495,Manual,6129,Petrol,145,47.1,1.5
 Golf,2019,29799,Semi-Auto,2500,Petrol,145,32.8,2.0
 Golf,2020,34299,Semi-Auto,3201,Petrol,145,32.8,2.0
 Golf,2019,19999,Semi-Auto,4567,Diesel,145,52.3,2.0
 Golf,2020,24699,Manual,176,Petrol,150,47.1,1.5
 Golf,2019,17298,Manual,5704,Petrol,145,47.1,1.5
 Golf,2019,17298,Manual,7737,Petrol,145,47.1,1.5
 Golf,2019,17298,Manual,6981,Petrol,145,47.1,1.5
 Golf,2019,17298,Manual,6158,Petrol,145,47.1,1.5
 Golf,2019,17298,Manual,6087,Petrol,145,47.1,1.5
 Golf,2019,18898,Manual,10,Petrol,145,47.1,1.5
 Golf,2019,15250,Manual,15020,Diesel,145,57.7,1.6
 Golf,2019,15998,Semi-Auto,15059,Petrol,145,45.6,1.0
 Golf,2019,15298,Semi-Auto,6218,Petrol,145,45.6,1.0
 Golf,2019,17298,Manual,7306,Petrol,145,47.1,1.5
 Golf,2019,16450,Semi-Auto,17811,Petrol,150,45.6,1.0
 Golf,2019,27590,Semi-Auto,6565,Petrol,145,32.8,2.0
 Golf,2019,20593,Automatic,6430,Diesel,145,52.3,2.0
 Golf,2019,19590,Manual,5500,Petrol,145,45.6,1.5
 Golf,2019,23950,Semi-Auto,7549,Diesel,145,49.6,2.0
 Golf,2019,19750,Semi-Auto,5076,Diesel,150,52.3,2.0
 Golf,2019,25995,Semi-Auto,4626,Petrol,150,37.7,2.0
 Golf,2019,17995,Manual,100,Diesel,145,55.4,1.6
 Golf,2019,18495,Manual,100,Petrol,145,47.1,1.5
 Golf,2019,20995,Semi-Auto,3852,Petrol,145,43.5,1.5
 Golf,2019,18995,Manual,8196,Petrol,150,44.8,1.5
 Golf,2019,19995,Semi-Auto,2656,Diesel,150,52.3,2.0
 Golf,2019,26495,Semi-Auto,5998,Petrol,150,37.7,2.0
 Golf,2019,16995,Manual,100,Diesel,145,57.7,1.6
 Golf,2019,15950,Semi-Auto,17033,Diesel,145,54.3,1.6
 Golf,2019,33495,Semi-Auto,7286,Petrol,145,32.8,2.0
 Golf,2020,22490,Semi-Auto,100,Petrol,145,45.6,1.5
 Golf,2019,16950,Manual,5203,Diesel,145,55.4,1.6
 Golf,2019,24998,Automatic,7181,Petrol,145,37.7,2.0
 Golf,2019,17498,Manual,4821,Petrol,145,47.1,1.5
 Golf,2019,17498,Manual,8360,Petrol,145,47.1,1.5
 Golf,2019,17498,Manual,4306,Petrol,145,47.1,1.5
 Golf,2019,17298,Manual,11217,Petrol,145,47.1,1.5
 Golf,2020,24490,Semi-Auto,2368,Hybrid,150,44.8,1.5
 Golf,2019,27395,Semi-Auto,5583,Petrol,145,32.8,2.0
 Golf,2019,17298,Manual,9454,Petrol,145,47.1,1.5
 Golf,2019,18998,Semi-Auto,6987,Diesel,145,52.3,2.0
 Golf,2019,21232,Semi-Auto,1955,Petrol,145,45.6,1.5
 Golf,2019,27745,Semi-Auto,4079,Petrol,145,37.7,2.0
 Golf,2019,18890,Manual,4569,Petrol,145,49.6,1.5
 Golf,2019,18990,Manual,10,Petrol,145,50.4,1.5
 Golf,2019,20490,Automatic,23,Petrol,145,45.6,1.5
 Golf,2019,20490,Semi-Auto,7991,Petrol,145,44.1,1.5
 Golf,2019,18490,Manual,10,Petrol,145,49.6,1.5
 Golf,2019,28055,Semi-Auto,2600,Petrol,145,37.7,2.0
 Golf,2019,19973,Semi-Auto,5145,Petrol,145,44.8,1.5
 Golf,2019,16780,Manual,10191,Petrol,145,47.1,1.5
 Golf,2019,21683,Manual,2905,Petrol,145,47.9,1.5
 Golf,2019,18790,Automatic,11987,Petrol,145,45.6,1.5
 Golf,2019,24490,Manual,7982,Petrol,145,37.7,2.0
 Golf,2019,17490,Manual,6115,Petrol,145,47.1,1.5
 Golf,2019,17564,Semi-Auto,8684,Petrol,145,45.6,1.0
 Golf,2019,19054,Semi-Auto,10697,Petrol,145,44.1,1.5
 Golf,2019,19246,Manual,2294,Petrol,145,45.6,1.5
 Golf,2019,20646,Semi-Auto,5127,Petrol,145,43.5,1.5
 Golf,2019,17298,Manual,7991,Petrol,145,47.1,1.5
 Golf,2019,17995,Manual,2447,Petrol,145,47.1,1.5
 Golf,2019,19450,Semi-Auto,2900,Petrol,145,45.6,1.5
 Golf,2019,17950,Manual,2450,Petrol,145,47.1,1.5
 Golf,2020,29250,Semi-Auto,2000,Diesel,145,49.6,2.0
 Golf,2019,17950,Manual,3150,Diesel,145,57.7,1.6
 Golf,2019,22450,Semi-Auto,3650,Diesel,145,52.3,2.0
 Golf,2020,23995,Manual,5,Petrol,150,47.9,1.5
 Golf,2020,22000,Semi-Auto,2000,Petrol,145,45.6,1.5
 Golf,2019,17298,Manual,6842,Petrol,145,47.1,1.5
 Golf,2019,21250,Semi-Auto,11641,Diesel,145,52.3,2.0
 Golf,2019,28950,Semi-Auto,4764,Petrol,145,36.2,2.0
 Golf,2020,33000,Semi-Auto,5,Hybrid,135,141.3,1.4
 Golf,2020,27500,Semi-Auto,5,Hybrid,150,44.8,1.5
 Golf,2019,26995,Semi-Auto,5142,Diesel,145,49.6,2.0
 Golf,2019,15495,Manual,6321,Diesel,145,57.7,1.6
 Golf,2019,16754,Manual,6355,Petrol,145,49.6,1.0
 Golf,2019,18006,Semi-Auto,15342,Petrol,145,47.1,1.5
 Golf,2020,20995,Manual,899,Petrol,145,47.1,1.5
 Golf,2020,20995,Manual,899,Petrol,145,47.1,1.5
 Golf,2019,12926,Manual,10034,Petrol,145,49.6,1.0
 Golf,2020,33000,Semi-Auto,5,Hybrid,135,141.3,1.4
 Golf,2020,25995,Semi-Auto,489,Diesel,145,52.3,1.6
 Golf,2020,20995,Manual,250,Petrol,145,47.1,1.5
 Golf,2019,20246,Manual,4100,Petrol,145,45.6,1.5
 Golf,2019,18816,Semi-Auto,3467,Petrol,145,58.9,1.5
 Golf,2019,28366,Automatic,6899,Petrol,145,32.8,2.0
 Golf,2019,17356,Manual,3512,Petrol,145,47.1,1.5
 Golf,2019,13782,Manual,12836,Diesel,145,57.7,1.6
 Golf,2019,30926,Semi-Auto,3424,Petrol,145,32.8,2.0
 Golf,2019,24366,Semi-Auto,7320,Petrol,145,37.7,2.0
 Golf,2019,12786,Manual,15953,Petrol,145,49.6,1.0
 Golf,2019,16172,Semi-Auto,15518,Diesel,145,54.3,1.6
 Golf,2019,19980,Semi-Auto,2283,Petrol,145,45.6,1.5
 Golf,2019,18760,Manual,5422,Petrol,145,49.6,1.5
 Golf,2019,19056,Manual,5434,Petrol,145,45.6,1.5
 Golf,2019,27640,Automatic,11379,Petrol,145,36.2,2.0
 Golf,2019,21991,Manual,3362,Petrol,145,45.6,1.5
 Golf,2019,18781,Manual,5724,Petrol,145,50.4,1.5
 Golf,2019,21891,Automatic,50,Petrol,145,45.6,1.5
 Golf,2019,20036,Automatic,4183,Petrol,145,43.5,1.5
 Golf,2019,18990,Manual,131,Petrol,145,49.6,1.5
 Golf,2019,20106,Manual,5744,Petrol,145,45.6,1.5
 Golf,2019,28756,Semi-Auto,5492,Petrol,145,32.8,2.0
 Golf,2019,18650,Manual,100,Petrol,145,49.6,1.5
 Golf,2019,23180,Semi-Auto,100,Petrol,145,44.1,1.5
 Golf,2019,18956,Manual,2845,Petrol,145,45.6,1.5
 Golf,2019,20990,Manual,3119,Petrol,145,47.9,1.5
 Golf,2020,19990,Manual,1340,Petrol,145,50.4,1.5
 Golf,2019,17990,Manual,6244,Petrol,145,47.1,1.5
 Golf,2019,18750,Manual,3835,Petrol,145,49.6,1.5
 Golf,2019,17890,Semi-Auto,9307,Petrol,145,44.8,1.5
 Golf,2019,17086,Semi-Auto,14624,Petrol,145,45.6,1.0
 Golf,2019,31066,Semi-Auto,1863,Petrol,145,32.8,2.0
 Golf,2019,20406,Semi-Auto,4512,Diesel,145,52.3,2.0
 Golf,2019,16054,Manual,9758,Diesel,145,57.7,1.6
 Golf,2019,27498,Semi-Auto,11885,Petrol,150,32.8,2.0
 Golf,2020,22995,Manual,2000,Petrol,145,49.6,1.5
 Golf,2020,26495,Semi-Auto,2000,Hybrid,145,44.8,1.5
 Golf,2019,16500,Semi-Auto,17043,Diesel,145,54.3,1.6
 Golf,2019,28500,Semi-Auto,3500,Petrol,150,32.8,2.0
 Golf,2019,17498,Manual,6728,Petrol,145,47.1,1.5
 Golf,2020,31000,Semi-Auto,721,Hybrid,135,141.3,1.4
 Golf,2019,17750,Manual,9000,Petrol,145,49.6,1.5
 Golf,2020,21500,Semi-Auto,6000,Petrol,145,45.6,1.5
 Golf,2019,17800,Manual,5092,Petrol,145,47.1,1.5
 Golf,2020,21000,Manual,1526,Diesel,145,57.7,1.6
 Golf,2019,17750,Manual,9000,Diesel,145,57.7,1.6
 Golf,2019,17750,Manual,9000,Diesel,145,57.7,1.6
 Golf,2019,20390,Automatic,8945,Petrol,145,45.6,1.5
 Golf,2019,20490,Semi-Auto,3980,Petrol,145,45.6,1.5
